title,url,area,balcony_garden,finish_condition,floor,form_of_ownership,location,parking_space,price,price_per_m2,rent,rooms,listing_description
"3 pokoje z dużym tarasem, nowe budownictwo",https://www.otodom.pl/pl/oferta/3-pokoje-z-duzym-tarasem-nowe-budownictwo-ID4rNyJ,49.91,"balkon, taras",Stan wykończenia,3-Jan,pełna własność,"ul. Wilanowska, Zawidawie, Psie Pole, Wrocław, dolnośląskie",miejskie,666000,13344,580,3,"Na sprzedaż 3 pokoje w budynku z 2010 roku, znajdujące się na ulicy Wilanowskiej, w dzielnicy Psie Pole we Wrocławiu. Mieszkanie wg Księgi Wieczystej ma 49.91 m2, składa się z 2 sypialni, salonu z aneksem kuchennym, oraz ustawnej łazienki z wanną i hallu. DODATKOWYM ATUTEM JEST PRAWIE 40 METROWY TARAS OD STRONY POŁUDNIOWO-WSCHODNIEJ, CO SPRAWIA, ŻE JEST JASNE CAŁY DZIEŃ.   Taras nie znajduje się na poziomie chodnika a jest na poziomie około 1 piętra, ponieważ budynek jest lekko podniesiony. W budynku jest WINDA z poziomu 0. Osiedle znajduje się za szlabanem co powoduje, iż nie ma problemów z parkowaniem pod klatką o każdej porze, bez konieczności dopłacania kilkudziesięciu tysięcy za parking. Dla chętnych jest możliwość wynajęcia GARAŻU ZAMYKANEGO w podziemiu za około 300 zł/ miesiąc. Samo mieszkanie przeszło gruntowny remont i jest częściowo umeblowane, co sprawia, iż nie wymaga wkładu finansowego.  Nie jest to remont fliperski z najtańszych materiałów, na przykład w przedpokoju i łazience mamy winylowe specjalistyczne panele sprowadzane z Francji. Z wyposażenia zostaje:   Salon z aneksem kuchennym: -wygodny narożnik z funkcją spania -komoda pod rtv -w pełni wyposażona w sprzęt agd kuchnia z płytą grzejną i piekarnikiem Concept, ZMYWARKĄ Sharp, LODÓWKĄ Elektrolux i zlewem z baterią GROHE -designerski żyrandol z pasującą do niego stojącą lampą. Pokój do pracy: -designerskie biurko w stylu loftowym -nowa rozkładana wersalka na sprężynach bonell -pojemna szafa Łazienka: -wanna firmy Koło z baterią Grohe i szklaną przesłoną prysznicową -szafka z umywalką i baterią Grohe -pralka Amica Wszystko ze zdjęć zostaje w mieszkaniu i będzie służyć długie lata właścicielom a kawa latem na tarasie ucieszy jeszcze bardziej. Mieszkanie jest świetnie skomunikowane z Placem Grunwaldzkim i Centrum (400 m jest do pętli autobusowej D,141, 130), co sprawia, iż dojazd do uczelni jest bardzo łatwy.  Dodatkowo, znajdujące się w okolicy zakłady produkcyjne Bosch, Collins AeroSpace i inne, sprawiają, że mieszkanie było wynajmowane przez ostatnie 10 lat non stop.  Zapraszam na prezentację  Grzegorz Rychlak  884 08 3636  WhatsUp: +4888483636 Email :  DANE KONTAKTOWE: Grzegorz Rychlak 884 08 36 36 Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego."
"Władysławowo - Apartament w centrum, blisko plaży",https://www.otodom.pl/pl/oferta/wladyslawowo-apartament-w-centrum-blisko-plazy-ID4ibFR,,300 zł,3-Mar,Balkon / ogród / taras,pełna własność,"ul. Rybacka, Władysławowo, Władysławowo, pucki, pomorskie",miejskie,549000,16636,contact for details,do zamieszkania,
Mieszkanie 3pok/z duszą/dla konesera/Wrocław Jedno,https://www.otodom.pl/pl/oferta/mieszkanie-3pok-z-dusza-dla-konesera-wroclaw-jedno-ID4rNyM,103.92,miejskie,Stan wykończenia,3-Feb,pełna własność,"Ołbin, Śródmieście, Wrocław, dolnośląskie",,1551800,14933,contact for details,3,"Mieszkanie typu loft 3 pokojowe o pow. 103,92m2 znajduje się na 2 piętrze w 3 piętrowej klasycznej, części historycznego budynku Wrocławskich Browarów przy ul. Jedności Narodowej – budynek jest w trakcie całkowitej i bardzo szczegółowej rewitalizacji. Proponowane mieszkanie znajduje się na drugim piętrze ma powierzchnię 103,92m2 i składa się z ogromnego salonu o pow. 29,52m2, osobnej kuchni o powierzchni 17,34m2, dodatkowo dwóch  osobnych sypialni o pow.16,59m2 i 16,17m2. Łazienka o pow. 7,48m2, oraz przedpokój o powierzchni 4,46m2. Zakup miejsce postojowego w garażu podziemnym w cenie 85.000zł jest nie obowiązkowy. To wyjątkowa inwestycja łącząca w jednym kompleksie styl loftowy i nowoczesny. Część historyczna przechodzi kompleksowy remont i unowocześnienie oczywiście za zgodą konserwatora, pomimo wielu nowoczesnych rozwiązań zabytkowa część zachowa oryginalne posadzki ceramiczne oraz parkiety dębowe, które zostaną poddane renowacji, oczyszczeniu i odrestaurowaniu według zachowanych wzorców. Wnętrza zachowają kolorystykę zgodną z przeprowadzonymi badaniami konserwatorskimi oraz sztukaterię, która zostanie poddana zabiegom konserwacyjnym oraz uzupełniającym. Pracę przewidują również renowację istniejącej stolarki drzwiowej, która uzupełni charakter zabytkowych wnętrz. Każde z loftowych mieszkań dzięki temu uzyska bardzo indywidualny i niewątpliwie klimatyczny charakter – w tej części kompleksu mam jeszcze kilka większych mieszkań na pierwszym, drugim piętrze oraz poddaszu. A dla klientów nie przepadających za „historycznymi” klimatami w części nowoczesnej inwestycji- całkowicie nowej – dostępne są mieszkania od 31 do 117m2. Inwestycja jest w realizacji z terminem na koniec 2024- zakup z rynku pierwotnego bezpośrednio od dewelopera - bez PCC i bez prowizji. Zapraszam na prezentacje na inwestycji. Zapewniam - profesjonalną obsługę, gwarantowaną wieloletnim doświadczeniem w branży nieruchomości-możliwość bezpłatnej rezerwacji mieszkania - kompleksowe wsparcie na każdym etapie transakcji - gwarancję bezpiecznego zakupu - oszczędność czasu -pomoc w uzyskaniu kredytu na najlepszych warunkach - kompleksowe doradztwo Ania Kamuda- Doradca klienta tel. 535 422 188 Nr oferty 01_A2.1/AK Zamieszczone na naszych stronach informacje nie stanowią oferty w rozumieniu Kodeksu Cywilnego, a dane w nich zawarte mają jedynie charakter informacyjny."
Rozkładowe M-3 z balkonem blisko Politechnika,https://www.otodom.pl/pl/oferta/rozkladowe-m-3-z-balkonem-blisko-politechnika-ID4rCIz,,balkon,do remontu,10-Aug,spółdzielcze wł. prawo do lokalu,"Kurak, Górna, Łódź, łódzkie","Miejsce parkingowe,miejskie",319000,7386,650,2,"Witam serdecznie   Oferuję  M-3  znajdujące się  na VIII piętrze  w wieżowcu w dzielnicy  Górna (Kurak) .     Blok zlokalizowany jest blisko ronda Lotników Lwowskich  (5   przystanków do Politechniki Łódzkiej)  co sprawia, że mieszkanie idealnie nadaje się na inwestycję pod wynajem. W łazience przeprowadzony został gruntowny remont.     Okolica dobrze skomunikowana z pozostałą częścią miasta, w pobliżu: Politechnika Łódzka, Szpital Kopernika, Trasa Górna, przedszkole, szkoła, liczne punkty usługowo-handlowe, przystanki komunikacji miejskiej.   Podstawowe informacje:   -Stan prawny mieszkania to spółdzielcze własnościowe prawo (posiada księgę wieczystą)  -Lokal jest w pełni rozkładowy - do każdego z pomieszczeń wchodzi się bezpośrednio z przedpokoju -Czynsz wynosi ok 650 zł. przy dwóch osobach - Brak podzielników ciepła  na kaloryferach   -Lokal  posiada balkon   - Okna PCV  (poza małym pokojem) z wystawą na wschód oraz zachód   -Łazienka razem z WC   -Blok jest ocieplony oraz posiada windę.     Zapraszam do kontaktu :) Paulina: tel. 883-541-184 Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa (licencja nr 22660) JEŚLI POSIADASZ NIERUCHOMOŚĆ NA SPRZEDAŻ ZADZWOŃ DO NAS, A PRZYGOTUJEMY DLA CIEBIE PREFERENCYJNE WARUNKI Nasze biuro gwarantuje pełną i bezpieczną obsługę transakcji. Pomożemy Państwu uzyskać kredyt na zakup wymarzonego mieszkania. Zorganizujemy obsługę notarialną. Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego."
Prestiżowy adres w okazyjnej cenie.Duża rentowność,https://www.otodom.pl/pl/oferta/prestizowy-adres-w-okazyjnej-cenie-duza-rentownosc-ID4rNyL,400,balkon,do wykończenia,10-Apr,pełna własność,"ul. Księcia Witolda, Nadodrze, Śródmieście, Wrocław, dolnośląskie","Miejsce parkingowe,miejskie",1165640,23000,840,2,"Oferta w Kompas Nieruchomości. Zapraszam do kontaktu - 884 08 36 36 We speak English, German and Russian. Contact us and the appropriate Agent will take care of you. Idealna oferta dla inwestora dla wynajem krótkoterminowy, w tym samym budynku, inne mieszkanie tego samego własciciela zarabia między 12000-15000 miesięcznie  Mieszkanie o powierzchni około 51 mkw. składa się z: - salon z aneksem kuchennym około 26 mkw. - sypialnie około 15 mkw. - łazienki około 4.0 mkw. - przedpokoju około 3 mkw. Lokalizacja, komunikacja i infrastruktura: Inwestycja klasy Premium, nie tylko z nazwy. Widok na rzekę (boczny) , balkon. Mieszkanie znajduje się na Obrębie Starego Miasta, 10 minut spaceru Bulwarem Staromiejskim do Rynku, tylko 400m. Budynki z 2021 roku, najwyższej klasy, z częściami wspólnymi wykończonymi w bardzo staranny sposób z wyselekcjonowanych materiałów . Stan mieszkania: Mieszkanie w stanie do samodzielnej aranżacji.  Pomimo położenia w scisłym centrum, umiejscowienie sprawia iż nie słyszymy zgiełku miasta. Dodatkowo, umiejscowienie nad samą rzeką daje możliwości relaksu i wypoczynku.  Możliwość dokupienia miejsca parkingowego w garażu podziemnym za 150.000. Nie jest to obowiązkowe.  DO ZOBACZENIA NA PREZENTACJI! Grzegorz Rychlak  nr licencji 21844  tel.: 884 08 36 36 DANE KONTAKTOWE: Grzegorz Rychlak 884 08 36 36 Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego."
"Centrum, ul. Kruszwicka, Apartamentowiec",https://www.otodom.pl/pl/oferta/centrum-ul-kruszwicka-apartamentowiec-ID4rauO,,balkon,do zamieszkania,10-Jan,pełna własność,"Szczepin, Stare Miasto, Wrocław, dolnośląskie","Miejsce parkingowe,miejskie",649000,12725,900,2,
2-pokojowe mieszkanie 46m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-bez-prowizji-ID4o6Le,46,balkon,do wykończenia,3-Feb,pełna własność,"ul. Zakole, Stogi, Gdańsk, pomorskie",garaż/miejsce parkingowe,679900,14625,contact for details,2," numer 25   na 2. piętrze w Inwestycji Apartamenty Diuna Dewelopera RESIDENCE III Ponadstandardowa wysokość pomieszczeń Las Miejski (8 minut spacerem) Plaża - Gdańsk Stogi (4 minuty samochodem do parkingu) Przystanek tramwajowy i autobusowy (3 minuty spacerem) Biedronka (2 minuty spacerem), Lidl (10 minut spacerem) Galeria Handlowa Madison (15 minut samochodem) Apartamenty Diuna - poznaj inwestycję Film o inwestycji:  http://prezentacje.tedexresidence.pl/stogi.mp4 Inwestycja Apartamenty Diunato trzykondygnacyjny budynek powstający przy ul. Zakole 7 w Gdańsku-Stogach, w którym zlokalizowano  44 mieszkania  o zróżnicowanej wielkości: dwupokojowe o powierzchni od 32 do 46 mkw., trzypokojowe o powierzchni od 62 do 65 mkw., czteropokojowe o powierzchni od 65 do 74 mkw. Każde mieszkanie posiada, w zależności od piętra, przynależny  ogródek lub balkon . Dodatkowo, budynek wyposażony jest w windę oraz  podziemną halę garażową  z miejscami postojowymi, miejscami na rowery i komórkami lokatorskimi. Inwestycja Apartamenty Diuna budowana jest na obrzeżach miasta na Wyspie Portowej. Mimo to, jest  doskonale skomunikowana z centrum Gdańska . Okolica jest otoczona malowniczymi terenami nadmorskimi i leśnymi, z dostępem do jednego z gdańskich jezior, Pustego Stawu. W dzielnicy Stogi znajduje się także  letnie kąpielisko morskie Gdańsk Stogi . W bezpośrednim sąsiedztwie Apartamentów Diuna znajdują się sklepy, punkty usługowe oraz przystanki komunikacji miejskiej. Apartamenty Diuna - lokalizacja Wyspa Portowa, ul. Zakole 3,7 km do centrum 4 min. spacerem do przystanku tramwajowego 4 min. spacerem do przystanku autobusowego dojazd do centrum: 13 min samochodem Istotne punkty w okolicy inwestycji Weterynarz (114 m, 2 minuty spacerem) Sklep: Biedronka (128 m, 2 minuty spacerem) Basen (154 m, 3 minuty spacerem) Piekarnia (214 m, 3 minuty spacerem) Przystanek tramwajowy (227 m, 4 minuty spacerem) Przystanek autobusowy (227 m, 4 minuty spacerem) Szkoła Podstawowa (266 m, 4 minuty spacerem) Apteka (340 m, 5 minut spacerem) Poczta (353 m, 5 minut spacerem) Przedszkole (390 m, 6 minut spacerem) Sklep: Lidl (704 m, 10 minut spacerem) Oferta pochodzi z serwisu obido"
2 pokoje po remoncie,https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-ID4rNyT,44.5,600 zł,do zamieszkania,parter/4,Forma własności,"ul. Lutomierska, Żubardź, Bałuty, Łódź, łódzkie",,385000,8652,contact for details,2,"Oferujemy do sprzedaży dwupokojowe mieszkanie mieszczące się na parterze w bloku przy ul. Lutomierskiej. Nieruchomość o powierzchni 44,5 m2 składa się z przestronnego salonu, sypialni, w pełni wyposażonej kuchni, łazienki oraz przedpokoju. Mieszkanie po generalnym remoncie, gotowe do wprowadzenia bez ponoszenia jakichkolwiek nakładów finansowych. Spółdzielcze własnościowe prawo do lokalu. Koszty utrzymania wynoszą około 600 zł. W okolicy Manufaktura, sklepy, komunikacja miejska. Zapraszam na prezentację.  Dane o ofercie podane są według informacji zgłaszającego lub właściciela nieruchomości oraz na podstawie przeprowadzonych oględzin, mogą one odbiegać od stanu faktycznego. Oferta nie jest ofertą w rozumieniu Art. 66 i następnych kodeksu cywilnego. Podana cena nieruchomości nie zawiera prowizji Biura. Za przeprowadzona transakcję Biuro pobiera wynagrodzenie prowizyjne od klienta kupującego. Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()"
4-pokojowe mieszkanie 70m2 + 2 balkony,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-70m2-2-balkony-ID4mU49,70,balkon,do wykończenia,3-Feb,pełna własność,"ul. Nowa, Stara Iwiczna, Lesznowola, piaseczyński, mazowieckie",garaż/miejsce parkingowe,759900,10803,contact for details,4," numer B3-M17   na 2. piętrze w budynku B w Inwestycji Nowa V Dewelopera RESIDENCE III Ponadstandardowa wysokość pomieszczeń Zamknięte osiedle z kontrolą dostępu Las Kabacki (10 minut samochodem) Przystanek autobusowy (1 minuta spacerem) Stacja SKM ""Nowa Iwiczna"" (20 minut spacerem) Biedronka (5 minut spacerem), Lidl (10 minut spacerem) Centrum outletowe (6 minut samochodem) Nowa V - poznaj inwestycję Inwestycja Nowa V  stanowi kontynuację osiedla położonego przy ul. Nowej 17 w Starej Iwicznej. Składa się on z dwóch nowoczesnych i kameralnych budynków mieszkalnych o trzech piętrach każdy. Łącznie w V etapie znajdzie się  48 przemyślanych lokali  o różnej powierzchni ( od 32 do 93 mkw.  ), z przynależącymi  balkonami, loggiami oraz ogródkam i o powierzchniach sięgających nawet 200 mkw. Mieszkania wyróżniają się starannie rozplanowanymi wnętrzami, które pozwalają na dostosowanie ich do indywidualnych potrzeb. Deweloper zadbał również o  podwyższony standard akustyczny okien PCV  oraz drewnopodobne portale drzwiowe, nadające wnętrzom przytulny i ciepły charakter. Wybrane lokale zostaną wyposażone w  systemy klimatyzacji . W podziemnych kondygnacjach budynków przewidziano  garaż podziemny z wjazdem od ulicy Nowe j. Całe osiedle zostanie zabezpieczone, zapewniając kontrolę dostępu i bezpieczeństwo jego mieszkańcom. Planowany termin oddania nieruchomości do użytkowania to  31 grudnia 2024 r.  Nowa V - lokalizacja Na południe od Warszawy, ul. Nowa, Stara Iwiczna 2,5 km do granicy miasta 2 min. spacerem do przystanku autobusowego 9 min. samochodem do stacji kolejowej 9 min. samochodem do stacji SKM dojazd do centrum: 31 min samochodem Istotne punkty w okolicy inwestycji Przystanek autobusowy (84 m, 2 minuty spacerem) Sklep: Biedronka (375 m, 5 minut spacerem) Siłownia (471 m, 6 minut spacerem) Apteka (471 m, 6 minut spacerem) Poczta (545 m, 7 minut spacerem) Piekarnia (567 m, 7 minut spacerem) Przedszkole (580 m, 8 minut spacerem) Żłobek (693 m, 9 minut spacerem) Lekarz (769 m, 10 minut spacerem) Restauracja (769 m, 10 minut spacerem) Sklep: Lidl (830 m, 11 minut spacerem) Oferta pochodzi z serwisu obido"
Kup najtaniej_Jedyne takie 3pokoje +Prywatny ogród,https://www.otodom.pl/pl/oferta/kup-najtaniej-jedyne-takie-3pokoje-prywatny-ogrod-ID4rNyW,51,130 zł,do wykończenia,parter/5,Forma własności,"Klimontów, Sosnowiec, śląskie",miejskie,382799,7667,contact for details,3,"DRZWI Otwarte 29-31.07 (w godzinach  9-18 ) gdzie znajdziecie Bezpośrednią OFERTĘ w najlepszych CENACH !!! Narożne 2 pok. w lokalizacji Oś. Kukułek, z MEGA dużym SALONEM w najbardziej zielonej dzielnicy a jednocześnie PRAWIE W CENTRUM. Umowa rezerwacyjna – tylko 1000 zł  Sprzedaż  bezpośrednia dewelopera _ Brak podatku PCC _BEZ PROWIZJI  – 0 zł Wyjątkowe OKAZJE  – na miejsca postojowe  ZEWNĘTRZNE  i w  HALI GARAŻOWEJ  (ilość ograniczona)  * Wykańczamy mieszkania Swoich klientów POD KLUCZ!!!     ☎️    Zadzwoń i poznaj szczegóły -  .5.3.1.5.3.1.6.6.9.   Zapraszamy do oględziny naszego osiedla.    Dostępne mieszkania w II etapie, oddanie do użytku etapu III kwartał 2024 oraz etap IV gotowy w IV 2025    OPIS:  * Nieruchomość składa się z salonu z aneksem oraz 2 sypialni, holu, łazienki z WC,  * Powierzchnia 51 m2  * Do mieszkanie DODATKOWO przynależy DUŻY BALKON 4,5m2  * W pięciopiętrowym budynku działają nowoczesne cichobieżne DWIE windy.  * mieszkanie wyposażone w System SmartHome   **  Czynsz wynosi 130 zł + media (ciepła, zimna wodę, ogrzewanie miejskie, prąd)    Jeśli nie dla siebie to IDEALNE mieszkania pod inwestycje. Mieszkanie zlokalizowana jest w nowej inwestycji z pełną infrastrukturą.    Bliskość dwóch parków oraz rezerwatu przyrody znacznie podnosi wartość mieszkania. Dzięki topowej lokalizacji z łatwością znajdziemy najemcę.    Dlaczego WARTO?:   -Prestiżowa lokalizacja -Apartamenty IDEALNE NA INWESTYCJE   -Stan Deweloperski (Na życzenie klienta możliwość wykończenia mieszkania Pod Klucz)  -5 letnia rękojmia największego dewelopera w Polsce  - Ciepła woda i ogrzewanie z sieci miejskiej  -Zakup zwolniony z podatku PCC i prowizji.  -Niskie koszty miesięczne 2,8z/m2  -System Smart Home ( montaż płatny dodatkowo 6 tys. zł )    Lokalizacja:  -Dobre połączenie z trasami S1, DK94 oraz A4,  -O. Kukułek ul. Klimontowska, dzielnica Sielec  -Tylko 1,5 km od Parku Sieleckiego, blisko Parku Środula  -20 minut zajmuje dojazd do Katowic  -5 minut zajmuje dojazd do centrum Sosnowca    W razie pytań zadzwoń i dopytaj o szczegóły. Pracujemy również w WEEKENDY(soboty i niedziele    Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego.   Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()"
